TIME               EVENT
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '46', '0', 'NONE']
['4799', '4339628034', '47', '0', 'NONE']
['4799', '4339628034', '47', '0', 'NONE']
['4799', '4339628034', '46', '0', 'NONE']
['4799', '4339628034', '232', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '294', '0', 'NONE']
['4799', '4456462337', '72', '0', 'NONE']
['4799', '4456462337', '72', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '254', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '47', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '47', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '7', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '72', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '79', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '89', '0', 'NONE']
['4799', '4456462337', '21', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '221', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '439', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '16', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '8', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '11', '0', 'NONE']
['4799', '4456462337', '11', '0', 'NONE']
['4799', '4456462337', '11', '0', 'NONE']
['4799', '4456462337', '11', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '83', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '10', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '102', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '83', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '18', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '290', '0', 'NONE']
['4799', '4456462337', '1', '0', 'NONE']
['4799', '4456462337', '9', '0', 'NONE']
['4799', '4456462337', '10', '0', 'NONE']
['4799', '4456462337', '14', '0', 'NONE']
['4799', '4456462337', '435', '0', 'NONE']
['4799', '4456462337', '14', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '202', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '217', '0', 'NONE']
['4799', '4456462337', '217', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '12', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
['4799', '4456462337', '262', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '0', '0', 'NONE']
['4799', '4456462337', '3', '0', 'NONE']
['4799', '4456462337', '257', '0', 'NONE']
