TIME               EVENT
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '12', '0', 'NONE']
['4799', '4450072581', '332', '0', 'NONE']
['4799', '4450072581', '257', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '3', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '332', '0', 'NONE']
['4799', '4450072581', '257', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '3', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '332', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '12', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '332', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '21', '0', 'NONE']
['4799', '4450072581', '217', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '12', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '9', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '12', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '262', '0', 'NONE']
['4799', '4450072581', '262', '0', 'NONE']
['4799', '4450072581', '262', '0', 'NONE']
['4799', '4450072581', '262', '0', 'NONE']
['4799', '4450072581', '262', '0', 'NONE']
['4799', '4450072581', '290', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '46', '0', 'NONE']
['4799', '4339628038', '47', '0', 'NONE']
['4799', '4339628038', '47', '0', 'NONE']
['4799', '4339628038', '46', '0', 'NONE']
['4799', '4339628038', '232', '0', 'NONE']
['4799', '4339628038', '232', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '47', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '47', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '0', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '0', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '0', '0', 'NONE']
['4799', '5430007809', '1', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '0', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '202', '0', 'NONE']
['4799', '5430007809', '46', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '5430007809', '7', '0', 'NONE']
['4799', '4339628038', '47', '0', 'NONE']
['4799', '4339628038', '47', '0', 'NONE']
['4799', '4339628038', '46', '0', 'NONE']
['4799', '4339628038', '232', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '47', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '47', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '0', '0', 'NONE']
['4799', '4450072581', '1', '0', 'NONE']
['4799', '4450072581', '202', '0', 'NONE']
['4799', '4450072581', '3', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '12', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '10', '0', 'NONE']
['4799', '4450072581', '46', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '232', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '46', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '47', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '5050087427', '39', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '9', '0', 'NONE']
['4799', '4447836164', '7', '0', 'NONE']
['4799', '4447836164', '46', '0', 'NONE']
['4799', '4447836164', '7', '0', 'NONE']
['4799', '5050087427', '11', '0', 'NONE']
['4799', '5050087427', '39', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '46', '0', 'NONE']
['4799', '4450072581', '47', '0', 'NONE']
['4799', '4450072581', '7', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '232', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '46', '0', 'NONE']
['4799', '4447836164', '47', '0', 'NONE']
['4799', '4447836164', '7', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '186', '0', 'NONE']
['4799', '5440362498', '286', '0', 'NONE']
['4799', '5440362498', '232', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '16', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '257', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '262', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '0', '0', 'NONE']
['4799', '5440362498', '3', '0', 'NONE']
['4799', '5440362498', '186', '0', 'NONE']
['4799', '5440362498', '232', '0', 'NONE']
['4799', '5050087427', '39', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '9', '0', 'NONE']
['4799', '5050087427', '11', '0', 'NONE']
['4799', '5050087427', '39', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '46', '0', 'NONE']
['4799', '4447836164', '47', '0', 'NONE']
['4799', '4447836164', '7', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '1', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '5050087427', '0', '0', 'NONE']
['4799', '5050087427', '16', '0', 'NONE']
['4799', '5050087427', '47', '0', 'NONE']
['4799', '5050087427', '7', '0', 'NONE']
['4799', '4323244035', '202', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '16', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '16', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '16', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '1', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5441927172', '0', '0', 'NONE']
['4799', '5441927172', '7', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '46', '0', 'NONE']
['4799', '4447836166', '47', '0', 'NONE']
['4799', '4447836166', '46', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '4447836166', '7', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '232', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '1', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
['4799', '5050087429', '0', '0', 'NONE']
['4799', '5050087429', '47', '0', 'NONE']
['4799', '5050087429', '7', '0', 'NONE']
